Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,City,Age,Category,Product Name,Unit Price,Quantity,Gross Sales,Discount (%),Sales,Cost,Profit,Profit Margin (%),Payment Method,Customer Rating,Returned,Month,Month Name,Quarter,Weekday,Age Group
ORD-012497,2025-05-03,2025-05-09,Standard Class,C-1700,Patricia Lee,Home Office,West,Seattle,28,Clothing,Puma Track Pants,205.52,1,205.52,0.0,205.52,108.59,96.93,47.16,Credit Card,4.8,0,5,May,2,Saturday,26-35
ORD-012498,2025-05-03,2025-05-05,First Class,C-1297,Lucas Davis,Consumer,Central,Dallas,36,Beauty & Health,Garnier SPF 50,222.57,1,222.57,0.0,222.57,132.83,89.74,40.32,Google Pay,4.7,0,5,May,2,Saturday,36-45
ORD-012499,2025-05-03,2025-05-09,Standard Class,C-1804,Susan Lee,Home Office,Central,Dallas,29,Beauty & Health,Biotin Supplements,429.44,1,429.44,0.0,429.44,228.85,200.59,46.71,PayPal,4.3,0,5,May,2,Saturday,26-35
ORD-012500,2025-05-03,2025-05-09,Standard Class,C-1164,Jennifer Brown,Corporate,Central,Dallas,53,Food & Grocery,Whey Protein 5lb,31.3,1,31.3,0.0,31.3,21.52,9.78,31.25,Credit Card,4.5,0,5,May,2,Saturday,46-55
ORD-012501,2025-05-03,2025-05-09,Standard Class,C-1616,Robert Kim,Consumer,West,Seattle,40,Clothing,Ray-Ban Aviators,171.65,1,171.65,5.0,163.07,107.98,55.09,33.78,Credit Card,3.9,0,5,May,2,Saturday,36-45
ORD-012502,2025-05-03,2025-05-09,Standard Class,C-1648,Robert Williams,Consumer,South,Nashville,18,Food & Grocery,Dark Chocolate 70%,51.65,1,51.65,0.0,51.65,30.05,21.6,41.82,Credit Card,3.5,0,5,May,2,Saturday,18-25
ORD-012503,2025-05-03,2025-05-03,Same Day,C-1278,Lucas Brown,Corporate,West,San Francisco,37,Clothing,Zara Blazer,245.41,1,245.41,5.0,233.14,151.98,81.16,34.81,PayPal,3.0,0,5,May,2,Saturday,36-45
ORD-012504,2025-05-03,2025-05-05,First Class,C-2016,James Miller,Corporate,East,New York,43,Electronics,MacBook Air M3,1225.75,1,1225.75,10.0,1103.17,878.63,224.54,20.35,Credit Card,3.9,0,5,May,2,Saturday,36-45
ORD-012505,2025-05-03,2025-05-07,Second Class,C-1241,David Chen,Consumer,South,Charlotte,39,Home & Kitchen,Weber Grill,793.77,3,2381.31,0.0,2381.31,1654.49,726.82,30.52,Credit Card,3.0,0,5,May,2,Saturday,36-45
ORD-012506,2025-05-03,2025-05-09,Standard Class,C-2127,Sofia Patel,Corporate,West,Seattle,54,Books & Media,Atomic Habits,56.91,1,56.91,5.0,54.06,28.21,25.85,47.82,Credit Card,4.2,0,5,May,2,Saturday,46-55
ORD-012507,2025-05-03,2025-05-09,Standard Class,C-1582,Michael Sharma,Corporate,East,New York,30,Clothing,Under Armour T-Shirt,147.09,1,147.09,0.0,147.09,86.27,60.82,41.35,Apple Pay,5.0,0,5,May,2,Saturday,26-35
ORD-012508,2025-05-03,2025-05-03,Same Day,C-1911,James Sharma,Consumer,South,Charlotte,52,Food & Grocery,Olive Oil EV,56.08,1,56.08,0.0,56.08,34.28,21.8,38.87,Debit Card,4.5,0,5,May,2,Saturday,46-55
ORD-012509,2025-05-03,2025-05-09,Standard Class,C-1186,Priya Patel,Consumer,East,Boston,18,Electronics,Sony WH-1000XM5,994.31,2,1988.62,5.0,1889.19,1261.49,627.7,33.23,Apple Pay,4.6,0,5,May,2,Saturday,18-25
ORD-012510,2025-05-03,2025-05-07,Second Class,C-1228,Robert Davis,Corporate,East,Boston,42,Books & Media,The Alchemist,63.09,1,63.09,15.0,53.63,30.52,23.11,43.09,Debit Card,4.1,0,5,May,2,Saturday,36-45
ORD-012511,2025-05-03,2025-05-09,Standard Class,C-1696,Linda Sharma,Consumer,East,Boston,35,Clothing,Nike Air Force 1,30.17,2,60.34,0.0,60.34,35.44,24.9,41.27,Credit Card,4.0,0,5,May,2,Saturday,26-35
ORD-012512,2025-05-03,2025-05-09,Standard Class,C-1467,Lucas Sharma,Corporate,West,Los Angeles,42,Clothing,Puma Track Pants,232.69,1,232.69,0.0,232.69,123.29,109.4,47.02,Credit Card,3.6,0,5,May,2,Saturday,36-45
ORD-012513,2025-05-03,2025-05-09,Standard Class,C-2196,Linda Sharma,Home Office,West,San Francisco,37,Clothing,Ray-Ban Aviators,156.69,1,156.69,15.0,133.19,80.72,52.47,39.39,Credit Card,3.3,0,5,May,2,Saturday,36-45
ORD-012514,2025-05-03,2025-05-09,Standard Class,C-1042,Linda Reddy,Corporate,East,New York,35,Books & Media,Rich Dad Poor Dad,35.35,1,35.35,5.0,33.58,16.55,17.03,50.71,Credit Card,4.4,0,5,May,2,Saturday,26-35
ORD-012515,2025-05-03,2025-05-03,Same Day,C-1353,Jennifer Sharma,Consumer,East,Philadelphia,54,Home & Kitchen,Roomba i7+,548.22,2,1096.44,0.0,1096.44,670.35,426.09,38.86,Apple Pay,4.6,0,5,May,2,Saturday,46-55
ORD-012516,2025-05-03,2025-05-09,Standard Class,C-1102,Jennifer Chen,Consumer,East,Boston,34,Sports & Fitness,Garmin Fenix 7,53.23,1,53.23,10.0,47.91,30.88,17.03,35.55,Bank Transfer,3.4,0,5,May,2,Saturday,26-35
ORD-012517,2025-05-03,2025-05-09,Standard Class,C-1345,Linda Sharma,Consumer,East,Philadelphia,53,Books & Media,The Lean Startup,10.13,3,30.39,10.0,27.35,12.25,15.1,55.21,Apple Pay,3.8,0,5,May,2,Saturday,46-55
ORD-012518,2025-05-03,2025-05-09,Standard Class,C-1801,David Miller,Consumer,East,Boston,30,Food & Grocery,Organic Almonds 1kg,43.29,1,43.29,0.0,43.29,27.41,15.88,36.68,Debit Card,3.9,0,5,May,2,Saturday,26-35
ORD-012519,2025-05-03,2025-05-09,Standard Class,C-1810,Sofia Miller,Home Office,South,Nashville,46,Clothing,Zara Blazer,190.67,1,190.67,15.0,162.07,108.32,53.75,33.16,PayPal,4.1,0,5,May,2,Saturday,46-55
ORD-012520,2025-05-03,2025-05-09,Standard Class,C-1543,John Chen,Consumer,West,San Francisco,40,Books & Media,Atomic Habits,17.15,3,51.45,5.0,48.88,22.33,26.55,54.32,Credit Card,4.1,0,5,May,2,Saturday,36-45
ORD-012521,2025-05-03,2025-05-09,Standard Class,C-1826,Lucas Sharma,Consumer,East,New York,39,Home & Kitchen,Breville Espresso,211.37,3,634.11,20.0,507.29,391.68,115.61,22.79,Apple Pay,4.7,0,5,May,2,Saturday,36-45
ORD-012522,2025-05-04,2025-05-10,Standard Class,C-2079,Jennifer Davis,Consumer,Central,Chicago,44,Sports & Fitness,Nike Gloves,264.72,1,264.72,0.0,264.72,154.11,110.61,41.78,Credit Card,4.4,0,5,May,2,Sunday,36-45
ORD-012523,2025-05-04,2025-05-10,Standard Class,C-2011,David Singh,Corporate,West,Los Angeles,54,Electronics,Samsung Galaxy S24,291.24,1,291.24,20.0,232.99,198.78,34.21,14.68,Google Pay,4.3,0,5,May,2,Sunday,46-55
ORD-012524,2025-05-04,2025-05-06,First Class,C-2014,Lucas Miller,Corporate,West,San Francisco,43,Books & Media,Deep Work,42.79,4,171.16,0.0,171.16,76.42,94.74,55.35,Debit Card,4.5,0,5,May,2,Sunday,36-45
ORD-012525,2025-05-04,2025-05-10,Standard Class,C-2197,Patricia Garcia,Consumer,East,Philadelphia,53,Clothing,Ray-Ban Aviators,165.92,1,165.92,15.0,141.03,105.26,35.77,25.36,PayPal,4.6,0,5,May,2,Sunday,46-55
ORD-012526,2025-05-04,2025-05-08,Second Class,C-2016,James Miller,Corporate,East,New York,43,Clothing,New Balance 574,88.22,1,88.22,0.0,88.22,47.57,40.65,46.08,PayPal,3.8,0,5,May,2,Sunday,36-45
ORD-012527,2025-05-04,2025-05-06,First Class,C-1955,Sofia Sharma,Home Office,East,New York,44,Home & Kitchen,Roomba i7+,294.62,1,294.62,0.0,294.62,189.83,104.79,35.57,Google Pay,4.7,0,5,May,2,Sunday,36-45
ORD-012528,2025-05-04,2025-05-04,Same Day,C-1646,John Sharma,Consumer,South,Charlotte,40,Home & Kitchen,Instant Pot Duo,720.04,1,720.04,0.0,720.04,492.1,227.94,31.66,Debit Card,4.0,0,5,May,2,Sunday,36-45
ORD-012529,2025-05-04,2025-05-10,Standard Class,C-1553,Patricia Kumar,Home Office,Central,Dallas,50,Clothing,Levi's 501 Jeans,236.19,1,236.19,0.0,236.19,145.93,90.26,38.21,Credit Card,3.9,0,5,May,2,Sunday,46-55
ORD-012530,2025-05-04,2025-05-08,Second Class,C-1238,Susan Singh,Consumer,East,New York,18,Home & Kitchen,IKEA KALLAX Shelf,366.25,2,732.5,0.0,732.5,491.17,241.33,32.95,Credit Card,3.7,0,5,May,2,Sunday,18-25
ORD-012531,2025-05-04,2025-05-08,Second Class,C-1916,Michael Brown,Corporate,West,Los Angeles,18,Clothing,Levi's 501 Jeans,142.76,2,285.52,0.0,285.52,171.67,113.85,39.87,Credit Card,2.9,0,5,May,2,Sunday,18-25
ORD-012532,2025-05-04,2025-05-10,Standard Class,C-1385,Lucas Brown,Corporate,East,Boston,18,Home & Kitchen,IKEA KALLAX Shelf,788.66,1,788.66,0.0,788.66,542.94,245.72,31.16,Debit Card,4.6,0,5,May,2,Sunday,18-25
ORD-012533,2025-05-04,2025-05-10,Standard Class,C-1931,Susan Smith,Corporate,West,Seattle,38,Books & Media,Atomic Habits,63.73,2,127.46,0.0,127.46,53.62,73.84,57.93,Apple Pay,4.7,0,5,May,2,Sunday,36-45
ORD-012534,2025-05-04,2025-05-10,Standard Class,C-1417,Omar Jones,Consumer,South,Nashville,53,Books & Media,The Alchemist,25.58,1,25.58,10.0,23.02,13.47,9.55,41.49,Credit Card,5.0,0,5,May,2,Sunday,46-55
ORD-012535,2025-05-04,2025-05-10,Standard Class,C-1033,Linda Patel,Corporate,West,San Francisco,42,Clothing,Nike Air Force 1,41.21,4,164.84,0.0,164.84,95.93,68.91,41.8,Credit Card,3.4,0,5,May,2,Sunday,36-45
ORD-012536,2025-05-04,2025-05-06,First Class,C-1359,Mary Chen,Consumer,Central,Chicago,40,Food & Grocery,Olive Oil EV,15.86,2,31.72,20.0,25.38,21.94,3.44,13.55,Debit Card,3.1,0,5,May,2,Sunday,36-45
ORD-012537,2025-05-04,2025-05-10,Standard Class,C-1992,Omar Sharma,Corporate,West,San Francisco,25,Clothing,New Balance 574,29.5,1,29.5,0.0,29.5,18.09,11.41,38.68,PayPal,4.2,0,5,May,2,Sunday,18-25
ORD-012538,2025-05-04,2025-05-10,Standard Class,C-1880,Susan Sharma,Consumer,Central,Chicago,46,Electronics,Logitech MX Keys,751.43,1,751.43,10.0,676.29,522.77,153.52,22.7,Debit Card,4.1,0,5,May,2,Sunday,46-55
ORD-012539,2025-05-04,2025-05-10,Standard Class,C-2057,Michael Reddy,Consumer,West,San Francisco,55,Clothing,New Balance 574,193.14,1,193.14,10.0,173.83,112.17,61.66,35.47,Google Pay,4.0,0,5,May,2,Sunday,46-55
ORD-012540,2025-05-04,2025-05-04,Same Day,C-1463,Omar Garcia,Consumer,Central,Houston,56,Electronics,MacBook Air M3,1649.64,3,4948.92,0.0,4948.92,3515.96,1432.96,28.96,Credit Card,4.2,0,5,May,2,Sunday,56+
ORD-012541,2025-05-04,2025-05-06,First Class,C-1999,Susan Singh,Home Office,South,Atlanta,60,Food & Grocery,Chia Seeds 1kg,14.96,1,14.96,0.0,14.96,8.45,6.51,43.52,Debit Card,4.4,0,5,May,2,Sunday,56+
ORD-012542,2025-05-04,2025-05-06,First Class,C-1533,Michael Chen,Consumer,East,Boston,25,Electronics,Dell XPS 15,1734.02,2,3468.04,0.0,3468.04,2415.04,1053.0,30.36,Debit Card,3.7,0,5,May,2,Sunday,18-25
ORD-012543,2025-05-04,2025-05-10,Standard Class,C-1384,Susan Kim,Consumer,West,San Francisco,32,Clothing,Nike Air Force 1,236.73,1,236.73,0.0,236.73,139.95,96.78,40.88,Credit Card,5.0,0,5,May,2,Sunday,26-35
ORD-012544,2025-05-04,2025-05-10,Standard Class,C-2070,Patricia Johnson,Home Office,West,Seattle,41,Beauty & Health,Cetaphil Moisturizer,147.75,1,147.75,10.0,132.97,84.88,48.09,36.17,Debit Card,4.0,0,5,May,2,Sunday,36-45
ORD-012545,2025-05-04,2025-05-10,Standard Class,C-1664,Susan Kim,Consumer,East,Boston,52,Electronics,MacBook Air M3,1109.81,1,1109.81,30.0,776.87,784.48,-7.61,-0.98,Credit Card,4.1,0,5,May,2,Sunday,46-55
ORD-012546,2025-05-04,2025-05-10,Standard Class,C-2047,Michael Kim,Corporate,Central,Chicago,52,Home & Kitchen,Instant Pot Duo,97.7,1,97.7,0.0,97.7,61.04,36.66,37.52,Google Pay,3.9,0,5,May,2,Sunday,46-55
ORD-012547,2025-05-04,2025-05-08,Second Class,C-1394,Lucas Lee,Consumer,West,Seattle,56,Clothing,Ray-Ban Aviators,55.93,2,111.86,15.0,95.08,58.24,36.84,38.75,Google Pay,3.7,0,5,May,2,Sunday,56+
ORD-012548,2025-05-04,2025-05-10,Standard Class,C-2113,Robert Reddy,Consumer,East,Philadelphia,43,Home & Kitchen,Breville Espresso,566.42,1,566.42,25.0,424.81,366.46,58.35,13.74,PayPal,3.9,1,5,May,2,Sunday,36-45
ORD-012549,2025-05-04,2025-05-10,Standard Class,C-1688,Robert Johnson,Home Office,Central,Chicago,38,Books & Media,The Lean Startup,12.71,1,12.71,0.0,12.71,6.23,6.48,50.98,Credit Card,4.2,0,5,May,2,Sunday,36-45
ORD-012550,2025-05-04,2025-05-10,Standard Class,C-1179,Arjun Patel,Consumer,West,Los Angeles,44,Electronics,iPhone 15 Pro,1431.48,3,4294.44,0.0,4294.44,2677.4,1617.04,37.65,Credit Card,4.2,0,5,May,2,Sunday,36-45
ORD-012551,2025-05-04,2025-05-10,Standard Class,C-1336,Susan Johnson,Corporate,West,Los Angeles,40,Electronics,MacBook Air M3,1418.79,1,1418.79,0.0,1418.79,882.13,536.66,37.83,PayPal,3.5,0,5,May,2,Sunday,36-45
ORD-012552,2025-05-05,2025-05-11,Standard Class,C-2143,Susan Davis,Consumer,East,New York,18,Electronics,iPhone 15 Pro,1501.53,2,3003.06,0.0,3003.06,2007.84,995.22,33.14,PayPal,3.6,0,5,May,2,Monday,18-25
ORD-012553,2025-05-05,2025-05-11,Standard Class,C-1984,Linda Johnson,Consumer,West,Seattle,28,Home & Kitchen,Philips Hue Kit,681.41,1,681.41,10.0,613.27,474.63,138.64,22.61,Credit Card,4.6,0,5,May,2,Monday,26-35
ORD-012554,2025-05-05,2025-05-07,First Class,C-1218,Omar Kim,Consumer,Central,Chicago,53,Home & Kitchen,Dyson V15 Vacuum,170.36,2,340.72,0.0,340.72,201.26,139.46,40.93,Credit Card,5.0,0,5,May,2,Monday,46-55
ORD-012555,2025-05-05,2025-05-09,Second Class,C-1487,Aisha Kim,Home Office,Central,Houston,18,Food & Grocery,Cold Pressed Juice,49.2,1,49.2,0.0,49.2,29.0,20.2,41.06,Google Pay,4.2,0,5,May,2,Monday,18-25
ORD-012556,2025-05-05,2025-05-11,Standard Class,C-1202,Linda Sharma,Consumer,East,Philadelphia,41,Home & Kitchen,Breville Espresso,687.56,1,687.56,0.0,687.56,457.27,230.29,33.49,Debit Card,3.8,0,5,May,2,Monday,36-45
ORD-012557,2025-05-05,2025-05-11,Standard Class,C-2054,Omar Garcia,Consumer,Central,Dallas,24,Clothing,Adidas Ultraboost,195.68,1,195.68,5.0,185.9,120.06,65.84,35.42,Credit Card,3.9,0,5,May,2,Monday,18-25
ORD-012558,2025-05-05,2025-05-09,Second Class,C-2160,James Lee,Consumer,South,Nashville,57,Electronics,Apple Watch Series 9,576.66,1,576.66,0.0,576.66,395.94,180.72,31.34,Credit Card,4.3,0,5,May,2,Monday,56+
ORD-012559,2025-05-05,2025-05-09,Second Class,C-1269,James Sharma,Home Office,East,New York,43,Food & Grocery,Whey Protein 5lb,36.04,1,36.04,10.0,32.44,23.07,9.37,28.88,Apple Pay,4.0,0,5,May,2,Monday,36-45
ORD-012560,2025-05-05,2025-05-11,Standard Class,C-1785,Sofia Kim,Consumer,Central,Dallas,41,Clothing,Nike Air Force 1,236.88,2,473.76,20.0,379.01,273.05,105.96,27.96,Credit Card,3.7,0,5,May,2,Monday,36-45
ORD-012561,2025-05-05,2025-05-11,Standard Class,C-1858,Priya Brown,Home Office,West,Seattle,21,Clothing,Gap Hoodie,56.35,1,56.35,0.0,56.35,32.11,24.24,43.02,Credit Card,4.4,0,5,May,2,Monday,18-25
ORD-012562,2025-05-05,2025-05-07,First Class,C-1227,John Jones,Consumer,South,Nashville,48,Electronics,Apple Watch Series 9,907.61,1,907.61,5.0,862.23,610.35,251.88,29.21,Google Pay,2.3,0,5,May,2,Monday,46-55
ORD-012563,2025-05-05,2025-05-11,Standard Class,C-1993,David Johnson,Consumer,West,San Francisco,41,Books & Media,Python Crash Course,39.18,2,78.36,0.0,78.36,38.05,40.31,51.44,Credit Card,4.2,0,5,May,2,Monday,36-45
ORD-012564,2025-05-05,2025-05-09,Second Class,C-1989,Priya Patel,Corporate,Central,Chicago,18,Beauty & Health,Vitamin C Serum,95.58,1,95.58,0.0,95.58,58.97,36.61,38.3,Apple Pay,3.7,0,5,May,2,Monday,18-25
ORD-012565,2025-05-05,2025-05-11,Standard Class,C-1090,Sofia Johnson,Corporate,West,Seattle,38,Sports & Fitness,Garmin Fenix 7,127.46,1,127.46,0.0,127.46,84.29,43.17,33.87,Credit Card,4.0,0,5,May,2,Monday,36-45
ORD-012566,2025-05-05,2025-05-09,Second Class,C-1513,Priya Smith,Consumer,West,Los Angeles,34,Clothing,Under Armour T-Shirt,40.59,2,81.18,15.0,69.0,51.88,17.12,24.81,Debit Card,4.2,0,5,May,2,Monday,26-35
ORD-012567,2025-05-05,2025-05-11,Standard Class,C-2019,Michael Singh,Home Office,Central,Houston,44,Clothing,Puma Track Pants,248.58,2,497.16,0.0,497.16,261.56,235.6,47.39,Debit Card,3.8,0,5,May,2,Monday,36-45
ORD-012568,2025-05-05,2025-05-11,Standard Class,C-1760,Patricia Smith,Corporate,South,Charlotte,37,Books & Media,The Alchemist,28.05,1,28.05,15.0,23.84,14.09,9.75,40.9,Credit Card,3.3,0,5,May,2,Monday,36-45
ORD-012569,2025-05-05,2025-05-11,Standard Class,C-1658,Robert Singh,Consumer,South,Atlanta,49,Electronics,iPad Pro 12.9,1153.39,1,1153.39,10.0,1038.05,756.7,281.35,27.1,Credit Card,4.2,0,5,May,2,Monday,46-55
ORD-012570,2025-05-05,2025-05-11,Standard Class,C-1344,Susan Johnson,Corporate,West,Seattle,37,Sports & Fitness,Bowflex Dumbbells,239.04,1,239.04,0.0,239.04,160.78,78.26,32.74,Credit Card,4.3,0,5,May,2,Monday,36-45
ORD-012571,2025-05-06,2025-05-12,Standard Class,C-1316,Jennifer Sharma,Consumer,Central,Dallas,41,Sports & Fitness,Foam Roller,169.51,2,339.02,0.0,339.02,227.99,111.03,32.75,Credit Card,3.9,0,5,May,2,Tuesday,36-45
ORD-012572,2025-05-06,2025-05-12,Standard Class,C-1559,Susan Patel,Home Office,Central,Chicago,34,Food & Grocery,Granola Bars 24pk,31.38,1,31.38,0.0,31.38,20.47,10.91,34.77,Credit Card,3.8,0,5,May,2,Tuesday,26-35
ORD-012573,2025-05-06,2025-05-12,Standard Class,C-1966,Aisha Kim,Consumer,East,New York,31,Beauty & Health,Electric Toothbrush,244.85,3,734.55,5.0,697.82,448.05,249.77,35.79,Debit Card,4.7,0,5,May,2,Tuesday,26-35
ORD-012574,2025-05-06,2025-05-12,Standard Class,C-1086,Omar Miller,Consumer,East,Boston,46,Electronics,iPad Pro 12.9,828.94,4,3315.76,15.0,2818.4,2283.79,534.61,18.97,Credit Card,3.8,0,5,May,2,Tuesday,46-55
ORD-012575,2025-05-06,2025-05-12,Standard Class,C-1701,James Davis,Consumer,East,Boston,18,Sports & Fitness,Garmin Fenix 7,29.15,1,29.15,0.0,29.15,16.83,12.32,42.26,Google Pay,4.8,0,5,May,2,Tuesday,18-25
ORD-012576,2025-05-06,2025-05-12,Standard Class,C-1073,Sofia Kim,Home Office,South,Atlanta,37,Sports & Fitness,Yoga Mat Pro,290.03,1,290.03,0.0,290.03,196.31,93.72,32.31,PayPal,4.0,0,5,May,2,Tuesday,36-45
ORD-012577,2025-05-06,2025-05-12,Standard Class,C-2169,Sofia Patel,Consumer,East,New York,55,Home & Kitchen,Breville Espresso,313.88,1,313.88,0.0,313.88,193.82,120.06,38.25,Debit Card,4.0,0,5,May,2,Tuesday,46-55
ORD-012578,2025-05-06,2025-05-12,Standard Class,C-1606,John Brown,Home Office,West,Los Angeles,49,Home & Kitchen,KitchenAid Mixer,90.48,2,180.96,0.0,180.96,107.65,73.31,40.51,Bank Transfer,5.0,0,5,May,2,Tuesday,46-55
ORD-012579,2025-05-06,2025-05-12,Standard Class,C-2024,Arjun Lee,Consumer,East,New York,38,Books & Media,Harry Potter Set,38.53,1,38.53,0.0,38.53,19.93,18.6,48.27,Credit Card,4.2,0,5,May,2,Tuesday,36-45
ORD-012580,2025-05-06,2025-05-12,Standard Class,C-1917,Priya Garcia,Consumer,East,Philadelphia,43,Clothing,Nike Air Force 1,81.3,1,81.3,0.0,81.3,42.91,38.39,47.22,Credit Card,4.2,0,5,May,2,Tuesday,36-45
ORD-012581,2025-05-06,2025-05-06,Same Day,C-2079,Jennifer Davis,Consumer,Central,Chicago,44,Electronics,Samsung Galaxy S24,490.9,2,981.8,15.0,834.53,648.09,186.44,22.34,Credit Card,4.4,0,5,May,2,Tuesday,36-45
ORD-012582,2025-05-06,2025-05-12,Standard Class,C-1049,John Singh,Corporate,West,Los Angeles,31,Food & Grocery,Dark Chocolate 70%,54.94,1,54.94,0.0,54.94,32.01,22.93,41.74,Debit Card,3.9,0,5,May,2,Tuesday,26-35
ORD-012583,2025-05-06,2025-05-12,Standard Class,C-1448,Lucas Brown,Corporate,East,Boston,36,Sports & Fitness,Peloton Bike+,117.66,1,117.66,20.0,94.13,65.15,28.98,30.79,Debit Card,4.8,0,5,May,2,Tuesday,36-45
ORD-012584,2025-05-06,2025-05-12,Standard Class,C-2143,Susan Davis,Consumer,East,New York,18,Electronics,MacBook Air M3,299.15,1,299.15,20.0,239.32,193.08,46.24,19.32,Debit Card,4.2,0,5,May,2,Tuesday,18-25
ORD-012585,2025-05-06,2025-05-10,Second Class,C-1034,Mary Davis,Home Office,East,Philadelphia,28,Food & Grocery,Granola Bars 24pk,17.03,2,34.06,10.0,30.65,22.05,8.6,28.06,Credit Card,4.2,0,5,May,2,Tuesday,26-35
ORD-012586,2025-05-06,2025-05-12,Standard Class,C-1383,David Jones,Consumer,East,Philadelphia,29,Food & Grocery,Green Tea 100 bags,51.28,2,102.56,0.0,102.56,57.51,45.05,43.93,Credit Card,4.0,0,5,May,2,Tuesday,26-35
ORD-012587,2025-05-06,2025-05-10,Second Class,C-1515,Mary Jones,Home Office,East,Philadelphia,44,Clothing,Ray-Ban Aviators,82.47,2,164.94,5.0,156.69,82.58,74.11,47.3,Credit Card,4.9,0,5,May,2,Tuesday,36-45
ORD-012588,2025-05-07,2025-05-13,Standard Class,C-1879,Susan Davis,Corporate,South,Charlotte,40,Books & Media,Python Crash Course,27.17,2,54.34,0.0,54.34,27.47,26.87,49.45,Credit Card,3.8,0,5,May,2,Wednesday,36-45
ORD-012589,2025-05-07,2025-05-13,Standard Class,C-2026,Lucas Patel,Corporate,East,Boston,44,Books & Media,Thinking Fast Slow,70.16,1,70.16,20.0,56.13,38.28,17.85,31.8,Debit Card,3.8,1,5,May,2,Wednesday,36-45
ORD-012590,2025-05-07,2025-05-13,Standard Class,C-2139,Sofia Miller,Consumer,South,Charlotte,32,Food & Grocery,Whey Protein 5lb,40.21,1,40.21,0.0,40.21,24.37,15.84,39.39,Credit Card,3.7,0,5,May,2,Wednesday,26-35
ORD-012591,2025-05-07,2025-05-13,Standard Class,C-1398,John Reddy,Consumer,Central,Dallas,55,Electronics,Apple Watch Series 9,1286.08,1,1286.08,5.0,1221.78,894.62,327.16,26.78,Credit Card,3.6,0,5,May,2,Wednesday,46-55
ORD-012592,2025-05-07,2025-05-13,Standard Class,C-2098,Patricia Williams,Consumer,Central,Houston,34,Sports & Fitness,Nike Gloves,170.31,1,170.31,0.0,170.31,110.88,59.43,34.9,Credit Card,4.6,0,5,May,2,Wednesday,26-35
ORD-012593,2025-05-07,2025-05-13,Standard Class,C-1780,John Sharma,Corporate,Central,Chicago,18,Home & Kitchen,KitchenAid Mixer,473.49,4,1893.96,5.0,1799.26,1235.96,563.3,31.31,Debit Card,4.6,0,5,May,2,Wednesday,18-25
ORD-012594,2025-05-07,2025-05-13,Standard Class,C-1153,Robert Johnson,Home Office,South,Charlotte,61,Electronics,iPhone 15 Pro,101.43,4,405.72,15.0,344.86,279.09,65.77,19.07,Bank Transfer,3.8,0,5,May,2,Wednesday,56+
ORD-012595,2025-05-07,2025-05-13,Standard Class,C-1113,Priya Johnson,Consumer,Central,Chicago,49,Electronics,Logitech MX Keys,1164.08,1,1164.08,10.0,1047.67,729.41,318.26,30.38,Credit Card,4.8,0,5,May,2,Wednesday,46-55
ORD-012596,2025-05-07,2025-05-09,First Class,C-1532,Patricia Brown,Consumer,South,Nashville,37,Home & Kitchen,Dyson V15 Vacuum,696.27,2,1392.54,0.0,1392.54,810.26,582.28,41.81,Credit Card,4.2,0,5,May,2,Wednesday,36-45
ORD-012597,2025-05-07,2025-05-07,Same Day,C-1964,Jennifer Jones,Home Office,East,Boston,32,Sports & Fitness,Yoga Mat Pro,134.02,1,134.02,0.0,134.02,77.13,56.89,42.45,PayPal,2.7,0,5,May,2,Wednesday,26-35
ORD-012598,2025-05-07,2025-05-13,Standard Class,C-1787,Jennifer Jones,Corporate,Central,Chicago,40,Home & Kitchen,Instant Pot Duo,299.21,1,299.21,0.0,299.21,178.61,120.6,40.31,Credit Card,4.6,0,5,May,2,Wednesday,36-45
ORD-012599,2025-05-07,2025-05-11,Second Class,C-1789,Patricia Jones,Home Office,Central,Chicago,25,Clothing,Adidas Ultraboost,161.03,1,161.03,0.0,161.03,97.12,63.91,39.69,Credit Card,3.3,0,5,May,2,Wednesday,18-25
ORD-012600,2025-05-07,2025-05-11,Second Class,C-1135,James Sharma,Corporate,East,Philadelphia,35,Sports & Fitness,Bowflex Dumbbells,279.42,1,279.42,0.0,279.42,165.45,113.97,40.79,Credit Card,4.7,0,5,May,2,Wednesday,26-35
ORD-012601,2025-05-07,2025-05-11,Second Class,C-1809,Omar Lee,Corporate,East,Philadelphia,36,Home & Kitchen,Breville Espresso,692.43,1,692.43,20.0,553.94,448.86,105.08,18.97,Credit Card,4.7,0,5,May,2,Wednesday,36-45
ORD-012602,2025-05-07,2025-05-13,Standard Class,C-1040,Sofia Jones,Consumer,South,Charlotte,18,Beauty & Health,Nivea Lotion,223.0,1,223.0,5.0,211.85,137.11,74.74,35.28,Credit Card,3.8,0,5,May,2,Wednesday,18-25
ORD-012603,2025-05-07,2025-05-13,Standard Class,C-2020,Linda Patel,Corporate,Central,Houston,40,Electronics,Logitech MX Keys,428.39,2,856.78,10.0,771.1,611.24,159.86,20.73,Debit Card,4.3,0,5,May,2,Wednesday,36-45
ORD-012604,2025-05-07,2025-05-13,Standard Class,C-1817,Patricia Reddy,Consumer,East,Boston,35,Clothing,Adidas Ultraboost,172.84,1,172.84,10.0,155.56,87.22,68.34,43.93,Google Pay,4.6,0,5,May,2,Wednesday,26-35
